city,date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Surat,2023-09-19,72,1.13,23,55,70,21,9,39,7
Surat,2023-09-20,61,4.02,18,28,26,8,26,114,19
Surat,2023-09-21,83,4.15,11,12,34,8,27,22,2
Surat,2023-09-22,37,0.21,21,23,14,19,45,45,5
Surat,2023-09-23,63,0.75,17,58,70,21,19,12,18
Surat,2023-09-24,69,8.19,24,6,28,12,14,33,35
Surat,2023-09-25,95,0.95,19,42,74,1,5,14,19
Surat,2023-09-26,49,1.32,43,46,89,19,19,112,7
Surat,2023-09-27,60,2.59,19,8,59,17,15,25,15
Surat,2023-09-28,94,1.06,36,51,23,30,19,10,6
Surat,2023-09-29,54,0.56,54,30,12,14,-200,81,10
Surat,2023-09-30,67,2.58,35,17,72,4,14,59,2
Surat,2023-10-01,93,4.08,43,17,10,29,63,34,1
Surat,2023-10-02,116,0.1,31,29,23,3,24,80,29
Surat,2023-10-03,59,0.85,34,40,32,12,23,59,9
Surat,2023-10-04,44,0.85,38,44,50,16,33,61,3
Surat,2023-10-05,44,0.61,12,19,14,8,5,10,16
Surat,2023-10-06,70,0.63,20,17,27,10,42,58,6
Surat,2023-10-07,98,0.44,2,40,58,11,11,73,3
Surat,2023-10-08,61,0.1,32,15,69,17,5,30,8
Surat,2023-10-09,64,0.85,16,35,13,6,27,16,8
Surat,2023-10-10,55,2.47,9,14,53,16,8,88,32
Surat,2023-10-11,61,6.38,50,49,21,42,-200,72,14
Surat,2023-10-12,71,0.54,56,16,10,21,19,19,23
Surat,2023-10-13,26,1.46,2,22,75,13,40,56,3
Surat,2023-10-14,71,2.87,33,48,57,38,15,60,1
Surat,2023-10-15,63,1.57,13,41,10,25,18,98,3
Surat,2023-10-16,83,1.53,25,14,33,2,-200,50,26
Surat,2023-10-17,49,1.49,40,66,14,11,42,52,19
Surat,2023-10-18,75,1.56,20,11,13,53,5,31,7
Surat,2023-10-19,41,4.65,18,10,34,19,66,115,38
Surat,2023-10-20,98,0.42,30,7,69,11,14,10,11
Surat,2023-10-21,29,1.12,6,27,32,13,32,23,3
Surat,2023-10-22,50,0.1,50,9,26,8,37,11,17
Surat,2023-10-23,69,0.44,30,13,37,22,46,10,13
Surat,2023-10-24,43,0.87,20,28,26,32,50,113,3
Surat,2023-10-25,44,0.17,6,41,12,15,17,27,1
Surat,2023-10-26,140,0.56,20,17,64,42,65,-200,14
Surat,2023-10-27,107,0.92,19,68,77,15,7,30,14
Surat,2023-10-28,42,0.27,36,33,32,8,7,24,1
Surat,2023-10-29,49,0.37,36,48,32,20,19,17,17
Surat,2023-10-30,56,0.38,27,37,10,2,5,55,6
Surat,2023-10-31,99,5.17,38,27,49,13,37,65,9
Surat,2023-11-01,71,1.25,7,43,32,16,22,31,16
Surat,2023-11-02,97,1.14,20,6,46,13,28,20,50
Surat,2023-11-03,113,1.43,10,20,74,35,22,18,15
Surat,2023-11-04,16,1.03,8,22,51,6,65,27,13
Surat,2023-11-05,64,0.82,27,19,15,13,5,11,18
Surat,2023-11-06,83,0.65,55,14,47,8,71,49,8
Surat,2023-11-07,83,0.81,9,49,59,9,39,10,4
Surat,2023-11-08,70,1.26,77,11,73,11,20,13,12
Surat,2023-11-09,10,6.71,18,22,10,21,12,30,13
Surat,2023-11-10,28,3.47,11,30,59,21,18,13,4
Surat,2023-11-11,53,1.16,15,19,33,27,32,10,19
Surat,2023-11-12,99,7.97,8,29,91,41,16,74,7
Surat,2023-11-13,86,2.68,2,-200,36,19,15,96,13
Surat,2023-11-14,127,0.53,14,38,33,33,12,60,4
Surat,2023-11-15,74,2.0,14,50,46,12,57,48,34
Surat,2023-11-16,10,6.25,3,19,55,29,35,45,6
Surat,2023-11-17,62,0.17,8,8,24,3,44,28,16
Surat,2023-11-18,106,6.49,48,32,59,12,52,97,7
Surat,2023-11-19,103,3.4,11,57,35,11,26,24,17
Surat,2023-11-20,83,9.83,14,33,99,12,7,32,17
Surat,2023-11-21,65,1.48,17,61,31,6,8,46,17
Surat,2023-11-22,106,0.12,29,28,19,6,11,107,21
Surat,2023-11-23,37,1.52,18,45,43,8,13,171,7
Surat,2023-11-24,53,0.35,20,57,48,4,9,250,7
Surat,2023-11-25,89,2.26,6,36,43,5,39,57,19
Surat,2023-11-26,98,0.3,41,41,75,2,49,76,7
Surat,2023-11-27,100,4.6,5,5,11,6,79,-200,3
Surat,2023-11-28,12,1.41,23,61,30,28,50,141,14
Surat,2023-11-29,101,3.07,46,12,16,9,8,102,2
Surat,2023-11-30,84,0.14,21,89,97,13,61,37,1
Surat,2023-12-01,58,7.3,51,35,57,14,36,29,8
Surat,2023-12-02,42,0.1,34,32,57,2,48,89,37
Surat,2023-12-03,123,1.69,16,68,12,4,43,52,22
Surat,2023-12-04,82,0.53,24,30,27,28,49,11,10
Surat,2023-12-05,110,3.85,30,34,20,12,50,10,1
Surat,2023-12-06,132,0.1,4,33,33,24,58,13,8
Surat,2023-12-07,73,0.31,90,150,53,2,14,12,24
Surat,2023-12-08,146,3.32,8,21,17,13,34,15,16
Surat,2023-12-09,47,0.1,4,93,103,2,23,42,6
Surat,2023-12-10,130,3.55,20,25,51,17,34,47,27
Surat,2023-12-11,50,1.01,13,52,47,6,10,105,11
Surat,2023-12-12,127,0.55,39,27,143,7,13,96,10
Surat,2023-12-13,59,0.28,7,137,10,23,6,43,28
Surat,2023-12-14,65,2.08,37,54,20,11,14,73,21
Surat,2023-12-15,80,0.67,47,73,85,20,13,10,12
Surat,2023-12-16,128,0.39,19,5,15,38,27,20,27
Surat,2023-12-17,82,1.57,14,26,117,20,28,79,14
Surat,2023-12-18,87,2.61,25,52,47,6,25,201,21
Surat,2023-12-19,99,2.38,14,23,47,5,42,67,29
Surat,2023-12-20,99,2.96,35,26,25,2,47,29,4
Surat,2023-12-21,51,0.51,41,47,23,16,54,85,3
Surat,2023-12-22,10,0.21,8,54,16,16,10,10,13
Surat,2023-12-23,102,8.1,6,62,24,20,17,77,2
Surat,2023-12-24,70,1.91,2,43,50,20,23,22,4
Surat,2023-12-25,136,1.68,32,22,40,8,8,60,39
Surat,2023-12-26,101,1.08,16,19,72,28,11,143,17
Surat,2023-12-27,66,2.56,17,66,49,14,98,37,15
Surat,2023-12-28,82,0.92,7,51,23,12,5,78,2
Surat,2023-12-29,88,1.31,17,44,73,39,128,82,11
Surat,2023-12-30,92,0.18,63,5,42,15,35,142,11
Surat,2023-12-31,76,3.89,55,56,33,10,26,55,1
Jaipur,2022-01-01,91,4.85,9,59,62,11,25,51,10
Jaipur,2022-01-02,50,1.26,28,15,49,53,85,145,41
Jaipur,2022-01-03,177,3.99,29,24,29,6,26,54,34
Jaipur,2022-01-04,132,1.57,65,27,19,14,6,35,6
Jaipur,2022-01-05,185,4.49,65,42,45,18,25,100,11
Jaipur,2022-01-06,71,2.5,22,30,70,55,49,37,50
Jaipur,2022-01-07,130,0.7,12,66,145,26,72,152,19
Jaipur,2022-01-08,159,0.23,81,47,12,31,8,90,16
Jaipur,2022-01-09,167,0.12,25,24,35,4,16,115,22
Jaipur,2022-01-10,244,1.11,30,33,56,18,53,48,13
Jaipur,2022-01-11,124,2.19,23,9,63,19,38,53,24
Jaipur,2022-01-12,45,0.37,11,95,162,28,26,11,5
Jaipur,2022-01-13,106,1.22,14,14,119,43,27,110,22
Jaipur,2022-01-14,152,6.46,67,5,10,65,30,16,21
Jaipur,2022-01-15,74,0.1,50,65,25,49,48,111,2
Jaipur,2022-01-16,134,1.7,20,91,74,30,118,63,14
Jaipur,2022-01-17,91,0.68,18,20,10,14,18,153,32
Jaipur,2022-01-18,158,0.99,46,22,34,6,32,75,36
Jaipur,2022-01-19,47,3.26,26,52,88,17,45,55,37
Jaipur,2022-01-20,121,5.15,56,25,79,44,84,47,14
Jaipur,2022-01-21,86,1.54,7,42,22,16,47,46,16
Jaipur,2022-01-22,97,0.1,9,80,10,20,10,50,38
Jaipur,2022-01-23,173,12.48,7,46,56,44,5,77,11
Jaipur,2022-01-24,109,7.95,30,47,48,84,18,45,2
Jaipur,2022-01-25,56,0.61,83,21,79,14,114,39,34
Jaipur,2022-01-26,79,2.21,28,74,42,8,59,118,22
Jaipur,2022-01-27,10,0.94,54,63,45,6,60,50,7
Jaipur,2022-01-28,117,1.04,37,36,50,10,26,13,10
Jaipur,2022-01-29,59,0.67,95,35,78,33,36,61,50
Jaipur,2022-01-30,77,0.35,10,32,52,13,5,138,7
Jaipur,2022-01-31,80,0.42,44,19,129,18,36,104,5
Jaipur,2022-02-01,205,2.08,22,69,41,6,41,72,41
Jaipur,2022-02-02,42,0.9,92,56,136,3,34,151,1
Jaipur,2022-02-03,93,4.55,43,74,135,27,34,101,10
Jaipur,2022-02-04,39,1.28,34,78,180,9,16,42,9
Jaipur,2022-02-05,79,2.78,69,70,39,28,79,125,11
Jaipur,2022-02-06,187,2.28,24,67,75,19,46,188,11
Jaipur,2022-02-07,96,0.28,34,109,40,37,44,111,17
Jaipur,2022-02-08,108,1.73,14,28,95,33,83,59,8
Jaipur,2022-02-09,160,1.35,129,60,46,37,20,123,34
Jaipur,2022-02-10,227,2.45,24,37,20,9,51,135,25
Jaipur,2022-02-11,165,2.16,120,46,60,15,71,94,2
Jaipur,2022-02-12,123,4.36,69,77,10,77,70,109,37
Jaipur,2022-02-13,127,2.74,21,130,54,46,90,174,43
Jaipur,2022-02-14,39,4.06,27,85,62,3,7,51,27
Jaipur,2022-02-15,186,1.49,17,30,95,35,33,112,6
Jaipur,2022-02-16,206,0.5,81,57,61,17,81,42,38
Jaipur,2022-02-17,77,0.7,21,99,70,63,37,81,10
Jaipur,2022-02-18,153,1.2,88,15,42,24,77,152,30
Jaipur,2022-02-19,55,2.57,45,16,180,7,104,48,2
Jaipur,2022-02-20,84,1.68,105,26,56,7,80,54,38
Jaipur,2022-02-21,124,0.8,67,43,53,44,8,80,15
Jaipur,2022-02-22,77,2.13,60,126,87,11,30,55,24
Jaipur,2022-02-23,128,0.38,47,67,81,44,37,77,5
Jaipur,2022-02-24,17,1.12,45,150,45,6,43,32,19
Jaipur,2022-02-25,122,3.44,29,36,10,13,54,40,48
Jaipur,2022-02-26,178,9.82,30,31,112,14,71,69,19
Jaipur,2022-02-27,97,0.5,77,110,163,71,123,72,50
Jaipur,2022-02-28,120,3.18,34,26,91,29,16,44,21
Jaipur,2022-03-01,46,11.42,4,87,180,16,117,247,50
Jaipur,2022-03-02,97,2.26,7,40,75,14,45,47,3
Jaipur,2022-03-03,110,0.36,79,76,64,26,17,88,20
Jaipur,2022-03-04,84,1.01,10,26,86,64,89,92,23
Jaipur,2022-03-05,193,1.11,32,65,34,9,24,48,2
Jaipur,2022-03-06,58,3.94,1,36,47,29,49,130,45
Jaipur,2022-03-07,155,1.85,43,101,46,33,64,95,18
Jaipur,2022-03-08,205,1.96,24,24,39,8,24,10,22
Jaipur,2022-03-09,72,8.62,94,6,122,33,150,99,10
Jaipur,2022-03-10,181,2.0,17,26,81,17,45,61,11
Jaipur,2022-03-11,114,6.14,16,39,112,18,24,21,18
Jaipur,2022-03-12,121,6.29,26,25,42,35,141,33,30
Jaipur,2022-03-13,82,1.73,45,32,48,18,5,10,13
Jaipur,2022-03-14,74,5.59,37,30,57,13,67,121,21
Jaipur,2022-03-15,174,0.96,131,58,19,29,25,142,9
Jaipur,2022-03-16,10,0.61,26,33,99,100,63,49,8
Jaipur,2022-03-17,186,4.02,22,60,30,17,33,71,38
Jaipur,2022-03-18,204,7.27,59,38,126,24,105,88,17
Jaipur,2022-03-19,108,10.25,18,150,121,18,39,155,15
Jaipur,2022-03-20,10,0.27,47,31,45,26,38,-200,25
Jaipur,2022-03-21,157,2.72,35,98,27,10,12,68,15
Jaipur,2022-03-22,86,1.58,10,95,66,31,50,52,46
Jaipur,2022-03-23,131,3.92,16,123,49,9,19,41,11
Jaipur,2022-03-24,113,1.74,54,25,156,26,31,222,37
Jaipur,2022-03-25,14,0.51,47,98,17,2,50,29,25
Jaipur,2022-03-26,79,2.01,39,5,71,10,61,152,25
Jaipur,2022-03-27,96,5.28,62,112,55,55,30,56,50
Jaipur,2022-03-28,182,2.41,19,-200,78,21,109,250,46
Jaipur,2022-03-29,90,0.95,59,56,125,24,24,64,16
Jaipur,2022-03-30,162,1.08,87,7,54,21,28,17,38
Jaipur,2022-03-31,211,2.79,12,79,87,17,141,189,10
Jaipur,2022-04-01,154,1.34,97,96,152,25,50,58,36
Jaipur,2022-04-02,98,1.1,37,88,114,52,84,33,14
Jaipur,2022-04-03,151,8.99,69,5,23,66,94,100,24
Jaipur,2022-04-04,10,0.51,67,33,16,55,47,154,20
Jaipur,2022-04-05,158,3.5,20,38,32,1,27,17,13
Jaipur,2022-04-06,140,2.24,10,59,46,31,100,86,37
Jaipur,2022-04-07,69,0.87,18,112,174,39,150,73,4
Jaipur,2022-04-08,194,0.78,38,96,113,42,42,76,50
Jaipur,2022-04-09,295,0.1,100,96,90,26,31,74,3
Jaipur,2022-04-10,127,1.54,54,27,145,46,50,138,28
Jaipur,2022-04-11,126,2.81,11,55,12,58,41,27,21
Jaipur,2022-04-12,124,4.46,53,58,104,38,16,43,7
Jaipur,2022-04-13,146,1.78,52,18,68,34,66,33,14
Jaipur,2022-04-14,98,0.53,22,39,66,1,9,217,38
Jaipur,2022-04-15,122,3.86,44,68,117,73,107,60,50
Jaipur,2022-04-16,50,0.27,18,56,39,24,19,50,20
Jaipur,2022-04-17,160,6.56,14,41,83,27,13,159,21
Jaipur,2022-04-18,76,8.8,23,101,180,64,28,111,22
Jaipur,2022-04-19,130,1.69,64,13,156,9,25,222,10
Jaipur,2022-04-20,133,0.31,18,74,19,16,121,39,24
Jaipur,2022-04-21,10,2.94,91,125,126,4,94,43,12
Jaipur,2022-04-22,279,5.73,101,79,56,20,141,101,50
Jaipur,2022-04-23,76,2.92,111,10,46,19,58,230,37
Jaipur,2022-04-24,17,0.75,29,60,180,23,43,65,35
Jaipur,2022-04-25,56,0.21,23,38,53,35,42,10,29
Jaipur,2022-04-26,19,4.49,32,108,31,42,107,87,47
Jaipur,2022-04-27,211,1.58,64,20,47,12,59,76,38
Jaipur,2022-04-28,83,2.31,12,44,69,16,12,10,8
Jaipur,2022-04-29,93,0.65,115,76,140,50,141,56,50
Jaipur,2022-04-30,164,1.68,44,9,111,7,150,92,30
Jaipur,2022-05-01,71,1.28,150,43,25,65,57,138,35
Jaipur,2022-05-02,10,0.99,79,40,67,29,81,62,15
Jaipur,2022-05-03,84,1.45,108,24,36,22,52,250,5
Jaipur,2022-05-04,128,-200.0,33,34,45,14,86,108,8
Jaipur,2022-05-05,147,1.28,7,70,20,8,5,24,2
Jaipur,2022-05-06,206,4.67,9,20,180,3,68,46,11
Jaipur,2022-05-07,175,0.1,67,47,27,15,24,75,38
Jaipur,2022-05-08,44,1.01,125,92,112,9,69,230,25
Jaipur,2022-05-09,300,0.3,65,66,59,12,79,81,15
Jaipur,2022-05-10,80,0.45,39,52,31,20,35,105,20
Jaipur,2022-05-11,96,1.26,23,144,180,36,75,101,8
Jaipur,2022-05-12,204,0.55,108,5,87,27,21,36,21
Jaipur,2022-05-13,186,2.91,26,6,89,17,36,65,13
Jaipur,2022-05-14,232,2.83,36,55,123,35,15,48,25
Jaipur,2022-05-15,183,3.91,64,80,13,15,67,64,36
Jaipur,2022-05-16,58,0.44,10,119,14,32,25,213,25
Jaipur,2022-05-17,141,1.0,63,96,44,72,102,25,18
Jaipur,2022-05-18,126,0.13,76,8,105,14,67,63,10
Jaipur,2022-05-19,88,0.63,30,75,73,46,97,44,6
Jaipur,2022-05-20,215,0.33,34,26,58,43,50,25,26
Jaipur,2022-05-21,55,3.33,37,46,151,41,15,187,28
Jaipur,2022-05-22,32,2.61,45,21,72,18,86,101,38
Jaipur,2022-05-23,199,1.07,74,143,30,15,36,215,8
Jaipur,2022-05-24,89,6.88,25,36,180,18,127,43,2
Jaipur,2022-05-25,101,0.55,51,54,80,14,30,81,21
Jaipur,2022-05-26,224,3.91,102,40,93,11,59,250,34
Jaipur,2022-05-27,125,2.98,35,32,125,21,40,17,3
Jaipur,2022-05-28,30,3.02,31,27,56,16,5,155,4
Jaipur,2022-05-29,140,6.23,67,137,49,34,92,60,16
Jaipur,2022-05-30,145,3.08,6,40,32,52,9,15,21
Jaipur,2022-05-31,33,1.42,6,67,46,24,46,57,4
Jaipur,2022-06-01,95,3.36,67,66,28,35,150,72,10
Jaipur,2022-06-02,151,2.26,10,28,10,76,34,54,8
Jaipur,2022-06-03,186,3.23,18,-200,58,43,144,121,7
Jaipur,2022-06-04,111,4.7,13,21,40,7,29,69,28
Jaipur,2022-06-05,119,0.48,27,49,54,22,5,37,8
Jaipur,2022-06-06,35,3.49,8,39,103,16,43,142,12
Jaipur,2022-06-07,58,3.27,5,55,90,39,61,40,33
Jaipur,2022-06-08,171,1.44,21,10,26,29,73,113,15
Jaipur,2022-06-09,107,8.41,79,35,82,24,5,10,6
Jaipur,2022-06-10,133,1.37,9,53,13,9,55,65,9
Jaipur,2022-06-11,95,6.75,23,30,28,27,15,90,42
Jaipur,2022-06-12,167,6.5,14,150,23,32,18,71,42
Jaipur,2022-06-13,94,3.82,53,46,20,23,33,54,23
Jaipur,2022-06-14,160,0.92,78,116,24,15,19,117,28
Jaipur,2022-06-15,44,3.26,18,121,30,3,41,54,23
Jaipur,2022-06-16,142,2.18,80,75,10,17,49,173,28
Jaipur,2022-06-17,125,4.53,48,150,20,46,52,123,50
Jaipur,2022-06-18,150,4.62,30,104,18,17,60,205,20
Jaipur,2022-06-19,138,1.47,103,75,12,3,39,37,9
Jaipur,2022-06-20,128,1.1,12,8,10,16,11,56,37
Jaipur,2022-06-21,150,0.56,29,76,101,23,33,57,35
Jaipur,2022-06-22,116,2.52,23,27,90,17,6,19,3
Jaipur,2022-06-23,73,1.81,22,-200,27,33,26,100,28
Jaipur,2022-06-24,42,15.0,40,81,74,15,39,35,5
Jaipur,2022-06-25,104,0.93,45,55,102,17,64,21,42
Jaipur,2022-06-26,180,0.1,43,133,45,20,70,81,12
Jaipur,2022-06-27,144,2.66,6,36,91,91,61,153,3
Jaipur,2022-06-28,64,5.43,16,13,135,12,37,19,17
Jaipur,2022-06-29,48,0.63,11,55,31,48,20,55,15
Jaipur,2022-06-30,99,1.3,36,95,57,51,55,173,17
Jaipur,2022-07-01,39,5.79,32,19,10,15,27,21,4
Jaipur,2022-07-02,10,0.25,42,104,109,29,14,46,19
Jaipur,2022-07-03,55,2.69,20,29,49,20,19,26,8
Jaipur,2022-07-04,113,0.91,17,33,17,46,72,149,16
Jaipur,2022-07-05,124,7.66,42,17,18,3,43,52,22
Jaipur,2022-07-06,115,1.83,11,89,45,27,22,68,2
Jaipur,2022-07-07,135,5.0,13,53,67,45,36,140,19
Jaipur,2022-07-08,10,2.89,32,45,18,17,35,22,14
Jaipur,2022-07-09,97,0.52,18,19,28,77,15,53,15
Jaipur,2022-07-10,30,1.0,26,26,71,61,13,10,22
Jaipur,2022-07-11,159,0.42,14,80,16,25,17,61,3
Jaipur,2022-07-12,37,2.53,35,8,33,6,58,111,2
Jaipur,2022-07-13,87,2.82,11,48,25,15,55,81,5
Jaipur,2022-07-14,13,0.86,8,37,30,32,25,85,14
Jaipur,2022-07-15,167,4.83,26,36,76,10,20,63,34
Jaipur,2022-07-16,77,2.55,28,30,39,2,22,21,2
Jaipur,2022-07-17,219,0.53,24,13,84,20,150,182,17
Jaipur,2022-07-18,10,1.21,27,29,43,16,41,77,18
Jaipur,2022-07-19,101,0.12,55,53,17,25,50,22,32
Jaipur,2022-07-20,59,0.79,53,59,83,3,71,76,5
Jaipur,2022-07-21,46,11.05,9,19,47,18,68,29,2
Jaipur,2022-07-22,88,0.25,38,32,18,35,88,164,18
Jaipur,2022-07-23,49,4.43,30,8,48,13,59,71,19
Jaipur,2022-07-24,132,0.9,35,48,13,16,42,23,10
Jaipur,2022-07-25,104,1.75,9,10,79,38,6,42,15
Jaipur,2022-07-26,87,0.76,21,23,140,38,39,15,3
Jaipur,2022-07-27,44,2.47,31,35,19,31,81,97,14
Jaipur,2022-07-28,10,2.53,26,109,42,49,29,33,23
Jaipur,2022-07-29,99,0.82,26,25,48,25,34,79,8
Jaipur,2022-07-30,92,6.84,25,55,36,35,78,60,50
Jaipur,2022-07-31,32,1.21,2,55,26,31,23,99,5
Jaipur,2022-08-01,56,8.17,4,13,38,12,51,34,21
Jaipur,2022-08-02,79,2.05,37,43,63,5,7,27,20
Jaipur,2022-08-03,32,0.62,53,33,35,17,6,23,5
Jaipur,2022-08-04,109,6.86,20,90,40,9,33,39,6
Jaipur,2022-08-05,91,0.42,26,28,34,9,24,52,23
Jaipur,2022-08-06,55,0.11,70,36,57,14,34,43,15
Jaipur,2022-08-07,82,5.63,9,49,80,9,8,141,50
Jaipur,2022-08-08,124,3.05,50,5,10,3,24,33,37
Jaipur,2022-08-09,103,2.31,57,50,54,12,21,44,4
Jaipur,2022-08-10,17,2.09,8,19,35,7,34,163,1
Jaipur,2022-08-11,91,0.32,45,69,106,27,13,34,21
Jaipur,2022-08-12,90,4.98,11,42,27,55,54,84,20
Jaipur,2022-08-13,105,0.78,16,24,42,30,29,183,7
Jaipur,2022-08-14,119,1.8,57,32,81,15,67,35,20
Jaipur,2022-08-15,110,2.88,19,6,80,4,10,37,8
Jaipur,2022-08-16,149,3.48,65,43,38,7,40,39,13
Jaipur,2022-08-17,80,1.3,42,97,19,11,24,96,8
Jaipur,2022-08-18,107,0.23,30,22,64,15,103,71,15
Jaipur,2022-08-19,10,1.07,28,29,22,31,12,73,18
Jaipur,2022-08-20,131,1.25,9,26,35,9,31,56,20
Jaipur,2022-08-21,84,0.11,5,8,98,7,45,90,32
Jaipur,2022-08-22,89,4.5,41,32,20,7,73,121,4
Jaipur,2022-08-23,52,3.61,22,9,81,18,69,76,13
Jaipur,2022-08-24,101,0.37,46,52,23,21,47,24,8
Jaipur,2022-08-25,50,1.73,13,15,92,10,7,136,21
Jaipur,2022-08-26,95,0.59,18,7,78,31,11,44,12
Jaipur,2022-08-27,97,3.45,32,7,47,34,10,31,14
Jaipur,2022-08-28,78,0.85,29,30,32,3,10,39,2
Jaipur,2022-08-29,36,1.67,6,54,91,26,7,51,26
Jaipur,2022-08-30,126,1.19,44,33,10,6,33,62,24
Jaipur,2022-08-31,41,3.35,27,23,10,16,28,57,20
Jaipur,2022-09-01,50,3.65,17,5,21,15,16,22,29
Jaipur,2022-09-02,69,0.91,17,32,86,11,28,36,1
Jaipur,2022-09-03,42,2.37,60,5,26,19,5,17,6
Jaipur,2022-09-04,10,6.04,16,98,27,8,5,47,11
Jaipur,2022-09-05,149,0.78,12,62,10,36,18,30,4
Jaipur,2022-09-06,116,4.86,23,24,32,24,57,50,5
Jaipur,2022-09-07,105,0.7,9,7,10,25,29,17,13
Jaipur,2022-09-08,176,1.52,45,30,54,5,17,62,16
Jaipur,2022-09-09,33,1.7,22,25,88,9,25,86,30
Jaipur,2022-09-10,50,3.21,11,113,32,12,10,34,6
Jaipur,2022-09-11,25,0.9,9,49,74,14,56,59,8
Jaipur,2022-09-12,47,5.46,27,26,33,22,34,171,6
Jaipur,2022-09-13,10,1.13,86,27,10,6,39,54,14
Jaipur,2022-09-14,148,3.33,17,14,36,11,31,65,11
Jaipur,2022-09-15,81,0.13,16,26,14,2,10,12,2
Jaipur,2022-09-16,52,2.42,13,47,63,37,54,138,12
Jaipur,2022-09-17,60,0.93,13,62,34,30,78,64,1
Jaipur,2022-09-18,62,0.37,12,5,69,9,18,25,26
Jaipur,2022-09-19,92,4.93,23,5,34,20,15,78,4
Jaipur,2022-09-20,116,0.69,23,7,58,24,56,54,15
Jaipur,2022-09-21,39,1.32,23,33,47,7,5,65,12
Jaipur,2022-09-22,24,0.54,34,17,13,21,19,66,2
Jaipur,2022-09-23,107,2.05,17,41,14,64,150,73,21
Jaipur,2022-09-24,50,0.27,35,21,43,19,12,33,20
Jaipur,2022-09-25,87,3.15,20,62,24,3,22,18,6
Jaipur,2022-09-26,63,1.5,19,35,12,11,11,20,1
Jaipur,2022-09-27,47,3.16,39,33,34,29,6,79,14
Jaipur,2022-09-28,57,1.13,41,14,14,19,22,19,5
Jaipur,2022-09-29,61,6.71,24,28,46,5,19,30,4
Jaipur,2022-09-30,84,0.1,36,13,81,11,26,74,8
Jaipur,2022-10-01,55,1.43,18,41,73,10,17,10,9
Jaipur,2022-10-02,116,0.65,43,25,32,8,50,23,27
Jaipur,2022-10-03,96,2.42,21,47,54,16,12,11,4
Jaipur,2022-10-04,56,1.73,31,64,43,1,15,44,13
Jaipur,2022-10-05,78,4.07,20,17,25,11,27,48,6
Jaipur,2022-10-06,48,0.38,37,49,15,29,16,49,2
Jaipur,2022-10-07,71,0.1,24,35,130,20,5,22,10
Jaipur,2022-10-08,48,0.79,21,13,21,6,23,46,11
Jaipur,2022-10-09,13,-200.0,23,8,46,5,25,10,9
Jaipur,2022-10-10,79,1.47,23,85,35,2,41,79,25
Jaipur,2022-10-11,14,0.39,10,36,14,8,29,58,2
Jaipur,2022-10-12,87,1.8,4,26,25,10,6,71,8
Jaipur,2022-10-13,53,3.04,2,6,76,23,48,62,1
Jaipur,2022-10-14,106,0.31,14,6,45,40,59,10,7
Jaipur,2022-10-15,46,0.3,9,8,17,19,12,26,3
Jaipur,2022-10-16,114,2.74,26,13,25,40,28,77,26
Jaipur,2022-10-17,115,0.1,27,111,70,7,15,74,1
Jaipur,2022-10-18,10,4.74,16,17,20,16,26,34,16
Jaipur,2022-10-19,47,0.41,19,15,29,7,20,76,18
Jaipur,2022-10-20,77,5.41,11,27,21,18,72,151,22
Jaipur,2022-10-21,111,0.35,29,76,14,16,47,109,9
Jaipur,2022-10-22,29,0.6,20,89,52,1,22,36,15
Jaipur,2022-10-23,125,0.1,19,22,18,4,19,13,11
Jaipur,2022-10-24,65,0.16,4,31,10,35,8,103,22
Jaipur,2022-10-25,58,0.58,18,17,50,8,36,50,2
Jaipur,2022-10-26,21,0.17,7,35,44,46,70,63,15
Jaipur,2022-10-27,71,3.85,37,24,17,3,16,54,31
Jaipur,2022-10-28,111,3.91,21,41,10,13,69,29,10
Jaipur,2022-10-29,129,1.08,10,57,44,4,17,24,28
Jaipur,2022-10-30,136,3.64,14,23,100,26,17,58,44
Jaipur,2022-10-31,96,0.53,28,5,16,22,20,10,7
Jaipur,2022-11-01,156,0.26,3,18,36,9,11,99,13
Jaipur,2022-11-02,70,5.93,5,22,12,27,47,38,2
Jaipur,2022-11-03,71,4.75,12,32,33,17,42,32,14
Jaipur,2022-11-04,71,0.9,3,61,59,12,15,55,10
Jaipur,2022-11-05,10,7.57,27,41,23,12,13,29,9
Jaipur,2022-11-06,69,1.16,64,53,12,17,50,41,8
Jaipur,2022-11-07,10,2.73,4,35,54,1,9,34,24
Jaipur,2022-11-08,125,2.7,8,47,33,13,14,85,30
Jaipur,2022-11-09,54,2.64,29,67,87,12,5,31,34
Jaipur,2022-11-10,80,7.11,41,39,49,18,30,10,50
Jaipur,2022-11-11,74,0.87,34,6,113,9,24,75,14
Jaipur,2022-11-12,125,3.7,42,14,24,18,39,134,11
Jaipur,2022-11-13,74,0.82,58,50,22,16,9,56,2
Jaipur,2022-11-14,108,1.65,24,19,94,11,45,31,15
Jaipur,2022-11-15,104,0.94,1,43,74,7,18,117,30
Jaipur,2022-11-16,92,1.12,40,19,33,18,17,64,25
Jaipur,2022-11-17,32,2.93,18,32,99,34,20,19,19
Jaipur,2022-11-18,49,1.31,21,40,79,10,28,10,24
Jaipur,2022-11-19,95,1.18,33,33,38,11,75,17,2
Jaipur,2022-11-20,100,1.8,84,61,17,25,12,22,3
Jaipur,2022-11-21,58,2.48,24,25,95,20,107,45,21
